artist,album,year,record_label,title,lyrics
emicida,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",2015,,Boa Esperança,"Por mais que voc√TM corra irm√£oPra sua guerra v√£o nem se lixarEsse √© o xis da quest√£oJ√° viu eles chorar pela cor do orix√°?E os cambur√£o o que s√£o?Negreiros a retraficarFavela ainda √© senzala j√£oBomba rel√≥gio prestes a estourar(x2)A√≠O tempero do mar foi l√°grima de pretoPapo reto, como esqueletos, de outro dialetoS√≥ desafeto, vida de inseto, imundoIndeniza√ß√£o? Fama de vagabundoNa√ß√£o sem teto, Angola, keto, congo, sowetoA cor de Eto'o, maioria nos guetoMonstro sequestro, capta tr√TMs, raptaViol√TMncia se adapta, um dia ela volta pu c√TMisTipo campos de concentra√ß√£o, prantos em v√£oQuis vida digna, estigma, indigna√ß√£oO trabalho liberta, ou n√£oCom essa frase quase que os nazi, varre os judeu? extin√ß√£oDepress√£o no conv√©sH√° quanto tempo n√≥iz se fode e tem que rir depoisPique jack-ass, mist√©rio tipo lago ness, s√©rio √©sTema da faculdade em que n√£o pode por os p√©sVoc√TMs sabem, eu seiQue at√© bin laden √© made in usaTempo doido onde a K K K, veste obey (√© quente memo)Pode olhar num falei?A√≠Nessa equa√ß√£o, chata, policia mata? Plow!M√©dico salva? N√£o! Por que? Cor de ladr√£oDesacato inven√ß√£o, maldosa inten√ß√£oCabulosa invers√£o, jornal distor√ß√£oMeu sangue na m√£o dos radical crist√£oTranscendental quest√£o, n√£o choca opini√£oSil√TMncio e cara no ch√£o, conhece?Persegui√ß√£o se esquece? Tanta agress√£o enlouqueceVence o Datena, com luto e audi√TMnciaCura baixa escolaridade com auto de resist√TMnciaPois na era cyber, ceis vai lerOs livro que roubou nosso passado igual alzheimer, e vai verQue eu fa√ßo igual burkina fasoN√≥iz quer ser dono do circoCansamos da vida de palha√ßo√â tipo mois√©s e os hebreus, p√©s no breuOnde o inimigo √© quem decide quando ofendeu(c√TM √© loco meu)No veneno igual √°gua e s√≥dioVai vendo sem cust√≥dioAguarde cenas do pr√≥ximo epis√≥dioC√TMs diz que nosso pau √© grandeEspera at√© ver nosso √≥dioPor mais que voc√TM corra irm√£oPra sua guerra v√£o nem se lixarEsse √© o xis da quest√£oJ√° viu eles chorar pela cor do orix√°?E os cambur√£o o que s√£o?Negreiros a retraficarFavela ainda √© senzala j√£oBomba rel√≥gio prestes a estourar"
emicida,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",2015,,Trabalhadores do Brasil (Part. Marcelino Freire),
emicida,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",2015,,"Mandume (Part.Drik Barbosa, Amiri,Rico Dalasam, Muzzik e Raphão Alaafin)","[Refr√£o: Emicida]Eles querem que algu√©mQue vem de onde n√≥is vemSeja mais humilde, baixe a cabe√ßaNunca revide, finge que esqueceu a coisa todaEu quero √© que eles se... !Eles querem que algu√©mQue vem de onde n√≥is vemSeja mais humilde, baixe a cabe√ßaNunca revide, finge que esqueceu a coisa todaEu quero √© que eles se... !(Nunca deu nada pra n√≥is, caralho!)(Nunca lembrou de n√≥is, caralho!)(Nunca deu nada pra n√≥is, caralho!)(Nunca lembrou de n√≥is, caralho!)[Verso 1: Drik Barbosa]Sou Tempestade, mas entrei na mente tipo Jean GreyXinguei, quem diz que mina n√£o pode ser sensei?Jinguei, sim sei, desde a Santa Cruz, playboysDeixei em choque, tipo Racionais, ""Hey Boy! ""Tanta ofensa, luta intensa nega a minha presen√ßaChega! Sou voz das nega que integra resist√TMnciaTruta rima a conduta, surta, escuta, vai vendoTempo das mulher fruta, eu vim menina venenoSistema √© faia, gasta, arrasta Cl√°udia que n√£o RaiaBasta de Globeleza, firmeza? M√≥ faia!Rima pesada basta, eu falo memo, igual Tim MaiaDevasta esses ot√°rio, tipo calend√°rio MaiaFeminismo das preta bate forte, m√≥ tretaTanto que hoje c√TMs v√£o sair com medo de buDrik Barbosa, n√£o se esque√ßaSe os outros √© de tirar o chap√©u, n√≥iz √© de arrancar cabe√ßa[Verso 2: Amiri]Mas mano, sem identidade somos objeto da Hist√≥riaQue endeusa ""her√≥i"" e forja, esconde os retos na Hist√≥riaApropria√ß√£o a eras, desses t√° na repleto na Hist√≥riaMas nem por isso que eu defeco na esc√≥riaPensa que eu num vi?Eu senti a heran√ßa de SundiAta, n√£o morro incomum ePra variar, herdeiro de ZumbiSegura o boom, fi√© um e dois e tr√TMs e quatro, n√£o importa, j√° que querem eu cego eu ""T√¥ pra ver um daqui sucumbir! "" (n√£o!)Pela honra vinha ManDume: Tira a m√£o da minha m√£e!Farejam medo? V√£o ter que ter mais faroEsse √© o valor dos reais, ""caros""Ao chamado do alimamo: Nkosi Sikelel', mano!S√≥ sente quem teve banzo(Entendeu?) Eu n√£o consigo ser mais claro!Olha pra onde os do gueto v√£oPela dedu√ß√£o de quem quer redu√ß√£oRespeito, n√£o v√£o ter por mim?Protagonista, ele preto simPelo gueto vim, mostrar o que difereN√£o √© a genital ou o ""macaco! "" que fere√â igual me jogar aos lobosEu saio de l√° vendendo colar de dente e casaco de pele[Verso 3: Rico Dalasam]Meme de negro √©: me inspira a querer ter um rifleMeme de branco √©: n√£o trar√£o de volta yan, Gamba e RingueArranca meu dente no alicateMas n√£o vou ser mascote de quem azeda marmitaSou fogo no seu chicoteEnquanto a pessoa for morte pra manter a ideia vivaDomado eu n√£o vivo, n√£o quero seu crimeVer minha m√£e jogar rosasSou cravo, vivido entre espinhos treinadosCom as pragas da hortaPior que eu j√° morri tantas antes de voc√TMMe encher de bala n√£o marca, nossa alma sorriBriga √© resistir nesse campo de fardas(C√TMloko Cachoeira!)[Refr√£o: Emicida]Eles querem que algu√©mQue vem de onde n√≥is vemSeja mais humilde, baixa a cabe√ßaNunca revide, finge que esqueceu a coisa todaEu quero √© que eles se... !Eles querem que algu√©mQue vem de onde n√≥is vemSeja mais humilde, baixa a cabe√ßaNunca revide, finge que esqueceu a coisa todaEu quero √© que eles se... !(Nunca deu nada pra n√≥is, caralho!)(Nunca lembrou de n√≥is, caralho!)(Nunca deu nada pra n√≥is, caralho!)(Nunca lembrou de n√≥is, caralho!)[Verso 4: Muzzike]Banha meu s√≠mbolo, gora meu manto que eu vou subir como reiC√TMs vive da minha cicatriz, eu t√¥ pra ver sangrar o que eu sangreiCom a mente a milh√£o, livre como Kunta Kinte, eu vou ser o que eu quiserT√° pra nascer playboy pra entender o que foi ter as corrente no p√©Falsos quanto Kleber Aran, os vazio abra√ßaLa Revolu√ß√£o Tucana, hip-hop rea√ßaDoce na boca, lan√ßa perfume na m√£o, manda o mundo se foderS√£o os n√≥ia da Faria Lima, j√£o, √© a Cracol√¢ndia Blas√©Jesus de polo listrada, no corre, corte degrad√TMDescola o poster do 2pac, que c√TMs nunca v√£o serOriginal favela, Golden Era, rua no micHoje os boy paga de 'dr√£o, ontem n√≥is tomava seus NikeOs vira lata de vila, e os pitbull de port√£oMuzzike, filho de faxineira, eu passo o rodo nesses cuz√£oAndo com a morte no bolso, espinhos no meu cora√ß√£oAs hiena t√£o rindo de qu√TM, se o rei da savana √© o le√£o?[Verso 5: Raph√£o Alaafin]Canta pra saldar, neg√¥, seu rei chegouSim, Alaafin, vim de Oy√≥, Xang√¥Daqui de Mali pra Cuando, De Iorub√° ao Bantu!N√£o temos papa, nem na l√≠ngua ou em escrita sagradaN√£o, n√£o na minha gest√£o, chapaAbaixa sua lan√ßa-faca, espingarda faiadaMeia volta na Barja, Europa se prostraSem ideia torta no rap, eu vou na frente da tropaSem eucaristia no meu c√¢nticoMe v√TMem na Bahia em p√©, d√£o r√© no Atl√¢nticoTentar nos derrubar √© secularHoje chegam pelas avenidas, mas j√° vieram pelo marOya, todos temos a b√∫ssola de um bom lugarUns apontam pra Lisboa, eu busco Omongu√°Se a mente daqui pra frente √© inimigaO cora√ß√£o diz que n√£o est√° errado, ent√£o siga![Verso 6: Emicida]Dores em Loop-c√≠nio, os cultes-c√≠nios , qu√TM?Ao ver o Simonal que c√TMs n√£o vai foderGrande tipo Ron Mueck, mor√¥ muleque? Z√© do Caro√ßoQuer photoshop melhor que dinheiro no bolso?Vendo os rap vender igual Coca, fato, n√£o, n√£oMelhor, entre n√≥is n√£o tem cabe√ßa de rato√â Brasil, exterior, capital interiorVai ver n√≥is gargalhando com o peito cheio de rancorComo prever que freestyles, v√°rios necess√°riosV√£o me dar a cole√ß√£o de Miley CyrusMisturei Marley, Cairo, Harley, Pairo, firmezaTipo Mario, entrei pelo cano mas levei as princesaV√°rias diss, n√£o sou santo, im√£ de inveja √© bantoFui na Xuxa pra ver o que fazer se algu√©m menor te escreve tantoT√¥ pelo adianto e as favela entendeuConsidere, se a mis√©ria √© foda, chapa, imagina euScorsese, minha tese n√£o teme, n√£o deve, t√£o breveVit√≥ria do gueto, luz pra quem serve?Na trama conhece os louro da famaOk, agora olha os preto, chama![Refr√£o: Emicida]Eles querem que algu√©mQue vem de onde n√≥is vemSeja mais humilde, baixa a cabe√ßaNunca revide, finge que esqueceu a coisa todaEu quero √© que eles se... !Eles querem que algu√©mQue vem de onde n√≥is vemSeja mais humilde, baixa a cabe√ßaNunca revide, finge que esqueceu a coisa todaEu quero √© que eles se... !(Nunca deu nada pra n√≥is, caralho!)(Nunca lembrou de n√≥is, caralho!)(Nunca deu nada pra n√≥is, caralho!)(Nunca lembrou de n√≥is, caralho!)"
emicida,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",2015,,Madagascar,"Noites de MadagascarQuantas estrelas vi aliEm seu olharCoisa com as quaisPosso me acostumar facin'Posso me acostumar facin'C√©u azul, verde marP√°ssaros, p√°ssaros, p√°ssaros a cantarS√£o coisas com as quaisPosso me acostumar facin'Posso me acostumar facin'A vida n√£o passa, filme no arSensual, classe, RenoirComo se dan√ßasse, folhas, ondas e a beleza perfuma o arNesse mund√£o de Oduduwa, da pele a florDeus nos acuda, Pablo Neruda bem, s√£o cem sonetos de amorSou do versos de Mia Couto, onde eu riaOutro, e os sons combinamEnsinam como beijos bons nunca terminam√â surreal como machuca a mim quem te quer malSim, fere realAos carinhos do vento a gente se espregui√ßaCom todo tempo a favor da nossa pregui√ßaSe a dor √© cacto, fa√ßamos um pactoJ√° que tu curte um planoDeixa a espuma dan√ßar nos p√©sQue ela leva todo o rev√©sEu amo as...Noites de MadagascarQuantas estrelas vi aliEm seu olharCoisa com as quaisPosso me acostumar facin'Posso me acostumar facin'C√©u azul, verde marP√°ssaros, p√°ssaros, p√°ssaros a cantarS√£o coisas com as quaisPosso me acostumar facin'Posso me acostumar facin'E quando o sol dorme (dorme) a gente faz amorSo especial for me, p√≥len, florQue o tempo se torne onde forEm algo enorme, choque, esplendorTipo patu√°, rindo pra zuar, vindo Mafu√°Anti-chag√° torturaPique uma adaga, perfura, duraMe afaga cantura, vossa eu nem sei se √© minha curaNosso, √© m√£o, √© cintura, √© for√ßaResulta em mistura, bra√ßos que quase sufocamSentimentos plow, igual pipocaOk, entendeu sua loca?Tantos carinho, quantos caminhos, at√© chegar em sua bocaNuma aurora reluzenteOutras vidas, outras frentesTipo o c√©u e o mar desencontra, mas se tromba l√° na frenteEu amo as...Noites de MadagascarQuantas estrelas vi aliEm seu olharCoisa com as quaisPosso me acostumar facin'Posso me acostumar facin'C√©u azul, verde marP√°ssaros, p√°ssaros, p√°ssaros a cantarS√£o coisas com quaisPosso me acostumar facin'Posso me acostumar facin'(Ent√£o √© voc√TM o rapaz que est√° confundindo olhares e estrelas?)"
emicida,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",2015,,Salve Black (Estilo Livre),
emicida,O Glorioso Retorno De Quem Nunca Esteve Aqui,2013,,Milionário do Sonho,"√â o que eu digo e fa√ßo, n√£o suponhosou milion√°rio do sonho√â o que eu digo e fa√ßo, n√£o suponhosou milion√°rio do sonho√â dif√≠cil pra um menino brasileirosem considera√ß√£o da sociedadeCrescer um homem inteiro, muito mais do que metadeFico olhando as ruasas vielas que ligam meu futuro ao meu passadoE vejo bem como driblei o errado, at√© fazer taxista crerQue posso ser mais dignodo que um bandido branco e becadoFalo querendo entender, canto pra espalhar o saberE fazer voc√TM perceberque h√° sempre um mundo, apesar de j√° come√ßadoH√° sempre um mundo pra gente fazerUm mundo n√£o acabado, um mundo filho nossoCom nossa caraum mundo que eu disponho agora foi criado por mimEuzim, pobre curumim, rico, franzino e risonhoSou milion√°rio do sonho"
emicida,O Glorioso Retorno De Quem Nunca Esteve Aqui,2013,,Levanta e Anda (Part. Rael da Rima),"Era um c√¥modo, inc√¥modo, sujo como drag√£o de komodo√ömido, eu homem da casa aos seis anosMofo no canto, todo, Tv, engodo, pronto pro lodoT√≠mido, porra, somos reis, manoOlhos s√£o eletrodos, s√©rio, topo, trombo corvosNum cemit√©rio de sonhos, gra√ßas a leis, planosTroco de jogo, vendo roubos, pus a cabe√ßa a pr√TMmioIng√TMnuo, colhi sorrisos e falei -- vamos!√â um novo tempo, momento pro novo, ao sabor do ventoMe movo pelo solo onde reinamosPondo pontos finais na dor, como doril, anadorSomos a luz do senhor, pode crer, tamoConstruindo, suponho n√£o, creio, meto a m√£oEm meio √† escurid√£o, pronto, acertamosNosso sorriso sereno hoje √© o venenoPra quem trouxe tanto √≥dio pr'onde deitamosQuem costuma vir de onde eu sou√Äs vezes n√£o tem motivos praSeguirEnt√£o levanta e anda, vaiLevanta e anda, vaiLevanta e andaMas eu sei que vai, que o sonho te trazCoisas que te fazProsseguirVai, levanta e anda, vaiLevanta e anda, vaiLevanta e anda, vaiLevanta e anda, vaiIrm√£o, voc√TM n√£o percebeu que voc√TM√â o √∫nico representante do seu sonho na face da Terra?Se isso n√£o fizer voc√TM correr, chapaEu n√£o sei o que vaiEu sei, sei, cansaQuem morre ao fim do m√TMsNossa grana ou nossa esperan√ßa?Del√≠rio √©Equil√≠brio entre nosso mart√≠rio e nossa f√©Foi foda contar migalha nos escombrosLona preta esticada, enxada no ombro e nada vimNada enfim, recriaSozim, com alma cheia de m√°goa e as panela vaziaSonho imundoS√≥ √°gua na geladeira e eu querendo salvar o mundoNo fundo √© tipo David Blaine, m√£e assume, pai someDe costume, no m√°ximo √© um sobrenomeSou terror dos cloneEsses boy conhece Marx, n√≥iz conhece a fomeEnt√£o cerre os punhos, sorriaE jamais volte pra sua quebrada de m√£o e mente vaziaQuem costuma vir de onde eu sou√Äs vezes n√£o tem motivos praSeguirEnt√£o levanta e anda, vaiLevanta e anda, vaiLevanta e andaMas eu sei que vai, que o sonho te trazCoisas que te fazProsseguirEnt√£o levanta e anda, vaiLevanta e anda, vaiLevanta e anda, vaiLevanta e andaSomos maior, nos basta s√≥Sonhar, seguir!"
emicida,O Glorioso Retorno De Quem Nunca Esteve Aqui,2013,,Nóiz,"Eu j√° esquematizei tudo sozim, outra vezMeu bando de neguim pra ruir o imp√©rio duceisNo sapatinho, devagar, devagarim√ì s√≥, num tira, n√£o, a√≠ j√£o, onde √© que t√° meu din?A diferen√ßa √© que eu vim pra sacar, n√£o saquearPra num criar criaca e no fim meu plano miarVou ratear, distribuir pros remelentoE botar a cara de zumbi em cada nota de duzentosSe √© pelo valor, senhor, n√≥iz t√TMm os nossosMas do asfalto pra l√°, tio, neg√≥cios s√£o neg√≥ciosMinha palavra vale na rua, onde n√£o existe contratoQueijo √© a isca, porque vou lidar com v√°rios ratosMe benze e traz arruda de guin√©Que pra tirar essa zica s√≥ pela f√©Sou homem desde moleque, honro o que tenho no peitoMinha m√£e me deu car√°termeu car√°ter trouxe o meu respeito√â n√≥izQue corre no caminho do bemN√≥iz que disse √© n√≥izQuando n√£o virava um vint√©mN√≥iz e nesse n√≥izN√£o existe um por√©mN√≥iz e se n√£o for n√≥izN√£o vai ser ningu√©mDeus ajuda quem cedo madruga pro turnoImagina o que ele vai fazer por mimquando ganhar que eu nem durmoNem percebo se √© diurno, noturnoNa campana igual soldado, de metranca, coturnoLigeiro passando cerolIndependente de plateiafa√ßo o que tem que ser feito que nem o solCumpro minha obriga√ß√£oA tempestade n√£o se perguntase molha os homens ou n√£oEla cai, quem n√£o guenta da frente sai, tioz√£oEsse √© o esp√≠rito do samurai, frioz√£oSem tempo pros bagulho escrotoMe pergunta, que tipo de sentimento √© o medo?Te respondo -- dos outros!O meu √© o mesmo h√° v√°rias luasDeixa os verme falar pelos cotoveloseu ainda falo pelas ruasPelo que creio, tipo as FarcVim pra lutar por n√≥iz, mesmo que for pra morrer s√≥igual Joana D'arc√â n√≥izQue corre no caminho do bemN√≥iz que disse √© n√≥izQuando n√£o virava um vint√©mN√≥iz e nesse n√≥izN√£o existe um por√©mN√≥iz e se n√£o for n√≥izN√£o vai ser ningu√©mEu sei que as ruas t√£o cheias de filho da! igual euQue n√£o suporta mais a mesmice, que se estabeleceuRap se t√° mereceu, se quem eu citar pereceu√â porque v√°rios dos vivos num faz juz, meuQuem na antiga fazia o que eu fa√ßomorria de trabalhar, hoje c√TM se rende pro cansa√ßoinibido na pregui√ßa, com uns tiri√ßaque quando ati√ßa, s√≥ faz mover pela cobi√ßaAtividade pra dar continuidade nissonum √© pra concordar, √© pra honrar o compromissoTrago em mim o que fez Zumbi merecero que fez Zumbi perecer, o que fez Zumbi aparecerpra que nossa disposi√ß√£on√£o se torne daqui a anos motivo de frustra√ß√£oFirm√£o? Vou garantir o m√≠nimoT√¥ ligado que os cara bota f√©mas n√≥iz tamb√©m quer um d√≠zimo!√â n√≥izQue corre no caminho do bemN√≥iz que disse √© n√≥izQuando n√£o virava um vint√©mN√≥iz e nesse n√≥izN√£o existe um por√©mN√≥iz e se n√£o for n√≥izN√£o vai ser ningu√©m"
emicida,O Glorioso Retorno De Quem Nunca Esteve Aqui,2013,,Zóião,"Tem gente que n√£o podeVer ningu√©m felizApronta, conspira contra, infelizNa vila a gente logo apontaE diz esse a√≠ √© z√≥i√£o, z√≥i√£oV√TM chegar com a compraCorre pro port√£o (z√≥i√£o, z√≥i√£o)Sabe quem paga a vistaE quem faz presta√ß√£o (z√≥i√£o, z√≥i√£o)Quem t√° comprometidoQuem t√° de pega√ß√£o (z√≥i√£o, z√≥i√£o)√â at√© ""talarico""Quer a ""mui√©"" do irm√£o (z√≥i√£o, z√≥i√£o)Maior do que a barrigaMagina, trutaEscuta, esse n√£o entra na ChinaPesco√ßo de girafaNa esquinaBolando um plano infal√≠velTipo o Cebolinha""Trakina"", sabe das coisa suaE das minha (minha)Inveja a alegria de todo mundoTinha que purificar a almaVagabundo perde a linhaPegou o bonde agoraE j√° quer ir na janelinhaGente sem vis√£o, sem amorCom o olho do tamanho de um hamb√∫rguerNo progresso do trabalhadorPresta ao Orix√° e ao SenhorMe livra dessa ""zica""Atr√°s da l√°bia e rancorTem gente que n√£o podeVer ningu√©m felizApronta, conspira contra, infelizNa vila a gente logo apontaE diz esse a√≠ √© z√≥i√£o, z√≥i√£oV√TM chegar com a compraCorre pro port√£o (z√≥i√£o, z√≥i√£o)Sabe quem paga a vistaE quem faz presta√ß√£o (z√≥i√£o, z√≥i√£o)Quem t√° comprometidoQuem t√° de pega√ß√£o (z√≥i√£o, z√≥i√£o)√â at√© ""talarico""Quer a ""mui√©"" do irm√£o (z√≥i√£o, z√≥i√£o)Criador de briga, semeia intrigaFaz o que tava junto perder a liga√â mentira pra c√° (pra c√°), fofoca pra l√°Pipoca, se toca rapazEntre o malandro e o man√©Voc√TM sabe muito bem quem ele √©A fala √© breve, puxa-saco do chefeTudo no interesse sujo, mequetrefeZ√≥io de fura lupaZ√≥io de tanderaEsconde, que se ele ver, j√° eraArrudaDeus ajuda at√© c√©ticoCom esse teu olho gordoCarece de um col√≠rio diet√©ticoTem gente que n√£o podeVer ningu√©m felizApronta, conspira contra, infelizNa vila a gente logo apontaE diz esse a√≠ √© z√≥i√£o, z√≥i√£o"
emicida,O Glorioso Retorno De Quem Nunca Esteve Aqui,2013,,Crisântemo,"Ele bebeu, bebeuTipo vencedorE depois riu, riuComo o Bira do J√¥Cumpriment√¥Todo mundo √† la vereadorE subiu o morro estilo viaturaEle nos deu, nos deuToda a f√© de um pastorDepois sumiu, sumiuDeixando s√≥ a dorIgnorou o avisoDevagar com o andorE flertou por sobre a vida duraTrafegou a√©reo, dan√ßou s√©rio, palaSerpente rasteja, credo, pobre mestre salaCigarro no bolso, barro, f√or elise embalaNo solo onde impera, qualquer bonde √© vala, vaiToma outro drink, se √© o que lhe restaToma outro drink, a vida √© uma festaViaja Almyr Klink, faz eterna sua sesta vaiNem deu tempo pra dizer, pai byeE a vida √© s√≥ um detalheA vida √© s√≥ um detalheA vida √© s√≥ um detalheA vida √© s√≥ um detalhe√â tudo, √© nada, √© um jogo que mata√â uma ciladaA vida √© s√≥ um detalheA vida √© s√≥ um detalhePadeceu, desceuComo na seca, florE n√≥iz seguiu, seguiuJuntando o que restouUns retrato, discoFoi morar de favorBem quando vi que o mundo √© semCalmaAconteceu, teceuComo deus desenhouNo que surtiu, surgiuUm peito sofredorEra rato, bicho, mofo, fedorMais saudade, que √© sentir fome com aAlmaE na ceia migalhas, no j√∫ri mil gralhasN√£o jure, quem jura mente, pra sempre, f√© falhaVida, morte, n√∫meros, √£h, de neguinhoAqui √© cada um com a sua coroa de espinhosQual a sua droga? Tv, erva?Qual a sua droga? Solid√£o, cerva?Onde voc√TM se esconde? Onde se eleva, hein?O que √© seu, em terra de ningu√©m?E a vida √© s√≥ um detalheA vida √© s√≥ um detalheA vida √© s√≥ um detalheA vida √© s√≥ um detalhe√â tudo, √© nada, √© um jogo que mata√â uma ciladaA vida √© s√≥ um detalheA vida √© s√≥ um detalheEra dia de Cosme, madrugadaChovia l√° foraDe repente algu√©m chama""Jacira, sou eu, Luiz""Pressenti, Miguel morreuO que mais poderia ser?Al√©m do mais, meu cora√ß√£o j√° estava apertadoPrevendo desgra√ßaNa festa do terreiro, a certa hora, o er√TM subiuE quem desceu foi seu sult√£o da mataMe chamou e disse""Pegue os meninos e v√° pra casaDisse: ""Prepare o cora√ß√£o e seja forte, v√°? ""Levantei, abri a porta e a desgra√ßa se confirmouUma briga, o tomboO seu Z√© do doce socorreuSeu Z√© √© a representa√ß√£o do estado no Jardim Font√°lisTalvez ainda at√© hojeNot√≠cia pra dar, vaquinha pra enterrar, DomingoJusto eu, que me criei sem paiPerder o pai j√° √© uma trag√©diaPerd√TM-lo na inf√¢ncia √© sentir saudadeN√£o do que viveu, mas do que poderia ter vividoO enterro, a voltaO olhar do menino marejando, pensando longeSem entenderE o meu cora√ß√£o apertado, sem conseguir explicarO tempo foi encaixando tudoOs pertences dele sempre no mesmo lugarO velho chinelo abandonado respondem""Ele n√£o vai voltar""Os dias s√£o escuros mesmo com sol quenteO sil√TMncio de Miguelzinho calaCada vez mais fundo no peito da genteQuando o pai morreA gente perde a m√£e tamb√©mEu j√° sabia o que era issoComo pode algu√©m morrer no mesmo dia que nasceu"
emicida,O Glorioso Retorno De Quem Nunca Esteve Aqui,2013,,Sol de Giz de Cera (Part. Tulipa Ruiz),"Ela querme contarum neg√≥cio sobre cada p√©de feij√£oque brotou no algod√£oN√£o ap√≥sdar cada detalhe do passeio dos caracoisVoa sorrindoBrinca no ventoEu vi que o mundo pode serVelho e novo ao mesmo tempoViro rei, pirata, samuraiEm resumo, no rumoPapaiSou eu quem mata o le√£oQuem vence o drag√£o, ufaEnfrenta a vida duraDom Quixote doid√£oEspada na m√£oE ainda volto pra casa com a misturaCantandoPa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Menos um denteJoelho raladoE eu atr√°s tipo um velhoCuidado, cuidado, cuidadoPa, pai, √≥, √≥, vem, vem, s√≥, s√≥Bem, bem, d√≥, d√≥O cadar√ßo deu um n√≥Pula como quem flutuaE fala de abelha, bala, olha a luaO cachorro comeu a canetinhaDe sua alteza princesa cosquinhaSou eu quem mata o le√£oQuem vence o drag√£o, ufaEnfrenta a vida duraDom Quixote doid√£oEspada na m√£oE ainda volto pra casa com a misturaCantandoPa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°Pa-pa-pa-pa-r√°√°"
emicida,O Glorioso Retorno De Quem Nunca Esteve Aqui,2013,,Hoje Cedo (Part. Pitty),"Hoje cedoQuando eu acordei e n√£o te viEu pensei em tanta coisaTive medoAh, como eu choreiEu sofriEm segredoTudo issoHoje cedoHolofotes fortes, purpurinaE os sorrisos dessas ""mina"" s√≥ me lembram coca√≠naEm cinco abrem-se cortinasEst√°ticas retinas brilham, garoa fina.Que fitaMeus poema me trouxeOnde eles n√£o habita.A fama irrita, grana dita, c√TM desacreditaFantoches, pique Celso Pitta mentemMortos tipo meu pai, nem eu me sinto presente.A√≠, √© rima que ""c√TMs qu√©""? Toma duas, tr√TMsFarta pra infartar cada um de voc√TMsNum abismo sem volta, de festa, ladainhaMinha alma afunda igual minha fam√≠lia em casaSozinha.Entre putas, como um cafet√£o, coisas que afetamSintoniaComo sonhei em t√° aqui um dia√à crise, trampo, ideologia, pauseE √© aqui, onde ""n√≥is"" entende a Amy WinehouseHoje cedoQuando eu acordei e n√£o te vi (Quando eu acordei)Eu pensei em tanta coisaTive medoAh, como eu chorei, (√Ä sos)Eu sofriEm segredoTudo issoHoje cedoVagabundo, a trilha √© um precip√≠cio, tenso, o melhorQuero salvar o mundoPois desistir da minha fam√≠lia e numa luta mais dif√≠cilA frustra√ß√£o vai ser menorDigno de d√≥, s√≥ o p√≥, vazio comumQue j√° √© moda no s√©culo 21.Blacks com voz sagaz, gravadaContra vil√μes que sangra a quebradaS√≥ que raps por n√≥s, por paz, mais nadaMe p√¥s nas gerais, numa cela trancadaEu lembrei do Racionais, reflex√£oA√≠, os pr√≥prio preto n'um t√° nem a√≠ com isso n√£o.√â um clich√TM rom√¢ntico, tristeVai perceber, vai ver, se matou e o para√≠so n√£o existeEu ainda sou o Emicida da RinhaLotei casas do sul ao norteMas esvaziei a minha.E vou por a√≠, TalibanVendo os boy beber dois m√TMs de sal√°rio da minha irm√£Hennessys, avel√£s, camarins, f√£s, globaisMano, onde eles tavam h√° dez anos atr√°s?Showbiz como a regra diz, lekA sociedade vende Jesus, por que n√£o ia vender rapO mundo vai se ocupar com seu cifr√£oDizendo que a mis√©ria √© quem carecia de aten√ß√£oHoje cedoQuando eu acordei (Eu olhei) e n√£o te viEu pensei em tanta coisaTive medoAh, como eu chorei (Eu chorei)Eu sofriEm segredoTudo issoHoje cedo"
